recv_tsec,recv_tnsec,venue,stream_kind,shard_id,conn_epoch,conn_seq,symbol,payload_json
1783510936,574755000,spot,depth5,0,0,22,BTCUSDT,"{""lastUpdateId"":97139312156,""bids"":[[""62131.57000000"",""1.47019000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40391000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510936,574833000,spot,depth_diff,0,0,23,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510936514,""s"":""BTCUSDT"",""U"":97139312149,""u"":97139312156,""b"":[[""62131.57000000"",""1.47019000""],[""62131.56000000"",""0.00126000""],[""55918.42000000"",""0.00440000""],[""49705.26000000"",""0.00000000""]],""a"":[]}"
1783510936,590424000,spot,trade,0,0,24,BTCUSDT,"{""e"":""trade"",""E"":1783510936530,""s"":""BTCUSDT"",""t"":6488837339,""p"":""62131.57000000"",""q"":""0.00040000"",""T"":1783510936530,""m"":true,""M"":true}"
1783510936,674008000,spot,depth5,0,0,25,BTCUSDT,"{""lastUpdateId"":97139312164,""bids"":[[""62131.57000000"",""1.46979000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40391000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510936,674065000,spot,depth_diff,0,0,26,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510936614,""s"":""BTCUSDT"",""U"":97139312157,""u"":97139312164,""b"":[[""62131.57000000"",""1.46979000""],[""55918.42000000"",""0.00440000""],[""55918.41000000"",""0.00258000""],[""55918.40000000"",""0.00010000""]],""a"":[[""63063.56000000"",""0.00030000""]]}"
1783510936,750607000,spot,trade,0,0,27,BTCUSDT,"{""e"":""trade"",""E"":1783510936690,""s"":""BTCUSDT"",""t"":6488837340,""p"":""62131.57000000"",""q"":""0.00246000"",""T"":1783510936689,""m"":true,""M"":true}"
1783510936,774040000,spot,depth5,0,0,28,BTCUSDT,"{""lastUpdateId"":97139312172,""bids"":[[""62131.57000000"",""1.46733000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40391000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510936,774056000,spot,depth_diff,0,0,29,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510936714,""s"":""BTCUSDT"",""U"":97139312165,""u"":97139312172,""b"":[[""62131.57000000"",""1.46733000""],[""62065.75000000"",""1.41053000""],[""62063.69000000"",""0.00000000""],[""55918.42000000"",""0.00460000""],[""49705.26000000"",""0.00000000""]],""a"":[]}"
1783510936,806430000,spot,trade,0,0,30,BTCUSDT,"{""e"":""trade"",""E"":1783510936746,""s"":""BTCUSDT"",""t"":6488837341,""p"":""62131.58000000"",""q"":""0.00042000"",""T"":1783510936746,""m"":false,""M"":true}"
1783510936,868014000,spot,trade,0,0,31,BTCUSDT,"{""e"":""trade"",""E"":1783510936799,""s"":""BTCUSDT"",""t"":6488837342,""p"":""62131.58000000"",""q"":""0.00168000"",""T"":1783510936799,""m"":false,""M"":true}"
1783510936,878110000,spot,depth5,0,0,32,BTCUSDT,"{""lastUpdateId"":97139312183,""bids"":[[""62131.57000000"",""1.46733000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40181000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510936,878123000,spot,depth_diff,0,0,33,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510936814,""s"":""BTCUSDT"",""U"":97139312173,""u"":97139312183,""b"":[[""55918.42000000"",""0.00460000""],[""55918.41000000"",""0.00268000""],[""40000.00000000"",""261.90902000""]],""a"":[[""62131.58000000"",""1.40181000""],[""62134.79000000"",""0.01500000""],[""62168.26000000"",""0.77000000""]]}"
1783510936,955166000,spot,trade,0,0,34,BTCUSDT,"{""e"":""trade"",""E"":1783510936893,""s"":""BTCUSDT"",""t"":6488837343,""p"":""62131.58000000"",""q"":""0.00022000"",""T"":1783510936893,""m"":false,""M"":true}"
1783510936,978259000,spot,depth5,0,0,35,BTCUSDT,"{""lastUpdateId"":97139312210,""bids"":[[""62131.57000000"",""1.46733000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40168000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
1783510936,978291000,spot,depth_diff,0,0,36,BTCUSDT,"{""e"":""depthUpdate"",""E"":1783510936914,""s"":""BTCUSDT"",""U"":97139312184,""u"":97139312210,""b"":[[""62119.82000000"",""0.00009000""],[""62095.24000000"",""0.00000000""],[""55918.42000000"",""0.00460000""],[""55918.41000000"",""0.00258000""],[""32700.80000000"",""0.00046000""]],""a"":[[""62131.58000000"",""1.40168000""],[""62134.00000000"",""0.02418000""],[""62134.79000000"",""0.01518000""],[""62135.75000000"",""0.25520000""],[""62144.69000000"",""0.00009000""]]}"
1783510936,978307000,spot,trade,0,0,37,BTCUSDT,"{""e"":""trade"",""E"":1783510936914,""s"":""BTCUSDT"",""t"":6488837344,""p"":""62131.57000000"",""q"":""0.00014000"",""T"":1783510936914,""m"":true,""M"":true}"
1783510936,993144000,spot,trade,0,0,38,BTCUSDT,"{""e"":""trade"",""E"":1783510936933,""s"":""BTCUSDT"",""t"":6488837345,""p"":""62131.58000000"",""q"":""0.00029000"",""T"":1783510936933,""m"":false,""M"":true}"
1783510937,73792000,spot,depth5,0,0,39,BTCUSDT,"{""lastUpdateId"":97139312218,""bids"":[[""62131.57000000"",""1.46719000""],[""62131.56000000"",""0.00126000""],[""62131.18000000"",""0.00018000""],[""62131.17000000"",""0.02461000""],[""62131.16000000"",""0.02190000""]],""asks"":[[""62131.58000000"",""1.40139000""],[""62131.59000000"",""0.01099000""],[""62131.85000000"",""0.00018000""],[""62131.86000000"",""0.05105000""],[""62131.87000000"",""0.09565000""]]}"
